SERV,1.94,21.62,45.76,119.5,4,0,0,4/20,buy,1.77-30.0,1,28.000000000000004
RCAT,2.09,13.35,34.09,96.28,7,-0.06,-0.72,7/20,buy,0.563-14.91,1,10.0
RDW,2.21,18.0,36.72,45.68,9,-0.09,-1.87,9/20,buy,2.68-18.54,1,3.0
OKLO,2.21,30.99,69.7,65.19,5,0,0,5/20,buy,5.35-31.55,1,2.0
ICLK,2.33,9.82,49.7,67.76,8,0,0,8/20,,1.03-11.2,1,12.0
ABAT,2.49,2.85,69.77,236.38,3,-0.45,-5.61,3/20,buy,0.73-4.17,1,32.0
SPRC,2.64,1.12,71.77,393.32,0,0,0,0/20,,0.197-6.78,1,83.0
INSG,2.89,11.03,2.92,1.76,-6,1.71,17.33,-6/20,hold,1.6-20.67,1,47.0
LCID,2.93,3.39,87.26,66.23,9,-0.01,-0.05,9/20,hold,1.93-4.43,1,24.0
PPTA,2.97,12.6,16.95,9.69,-7,0.07,0.75,-7/20,strongBuy,2.69-13.21,1,5.0
MU,3.22,99.44,9.42,2.02,-4,0.09,0.07,-4/20,buy,79.15-157.54,1,37.0
AENT,3.28,10.13,120.0,84.58,8,0,0,8/20,buy,0.98-10.89,1,7.000000000000001
MTEK,3.3,5.33,92.84,162.2,9,0,0,9/20,,1.02-6.47,1,18.0
TSLA,3.31,411.15,4.39,11.87,-3,0.02,0.04,-3/20,hold,138.8-488.54,1,16.0
EOSE,3.45,5.93,99.74,104.27,11,-0.73,-4.72,11/20,buy,0.61-6.01,1,1.0
VST,3.47,162.29,8.81,4.86,-2,3.51,2.82,-2/20,buy,38.08-168.67,1,4.0
SMTC,3.51,67.52,12.13,4.49,-2,0.05,0.28,-2/20,buy,18.16-70.27,1,4.0
DAVE,3.62,90.96,30.4,3.76,-3,0.92,1.54,-3/20,buy,8.26-108.496,1,16.0
CLBT,3.75,22.23,1.51,7.37,1,0.1,1.5,1/20,buy,7.91-22.91,1,3.0
RAIL,3.83,10.1,6.76,11.42,1,0.03,0.6,1/20,buy,2.4-16.1,1,37.0
ATOM,3.95,17.18,114.2,163.93,12,-0.03,-0.2,12/20,buy,2.31-17.55,1,2.0
RDDT,4.02,178.36,10.52,16.95,2,0.23,3.44,2/20,buy,37.35-187.69,1,5.0
ELMD,4.04,30.87,22.31,12.21,1,0.19,4.76,1/20,buy,9.81-31.31,1,1.0
RSI,4.05,14.43,24.25,9.27,1,0.1,39.11,1/20,buy,3.56-14.92,1,3.0
SMWB,4.07,14.34,4.24,19.32,3,0.06,2.7,3/20,buy,5.25-14.84,1,3.0
HOOD,4.11,42.71,38.54,7.18,0,0.04,0.16,0/20,buy,10.38-43.83,1,3.0
CLS,4.15,99.76,22.15,9.55,2,0.19,0.23,2/20,buy,26.62-101.09,1,1.0
UI,4.18,349.09,35.75,2.86,1,0.51,0.31,1/20,strongBuy,104.24-366.34,1,5.0
AAPL,4.21,246.79,9.53,2.78,4,0.08,0.07,4/20,buy,164.08-260.1,1,5.0
CRDO,4.32,76.56,26.18,8.63,3,0.02,0.32,3/20,buy,16.82-78.97,1,3.0
CL=F,4.34,74.15,16.57,15.75,4,1,1,4/20,,65.27-87.67,1,15.0
ALLT,4.44,6.91,12.61,62.45,4,0.08,2.5,4/20,buy,1.45-7.15,1,3.0
ARQT,4.47,14.97,12.36,32.96,5,0.2,0.43,5/20,buy,3.11-15.79,1,5.0
EAT,4.49,139.1,9.42,12.03,6,0.15,0.32,6/20,hold,37.25-142.47,1,2.0
BYRN,4.49,26.99,17.96,57.64,4,0.15,15.0,4/20,buy,5.36-31.32,1,14.000000000000002
REAL,4.51,9.63,33.48,78.27,2,0.02,0.23,2/20,hold,1.52-11.375,1,15.0
YPF,4.55,45.36,20.19,25.58,5,2.85,3.18,5/20,hold,14.53-45.97,1,1.0
TARS,4.7,55.97,16.44,12.7,7,0.36,0.35,7/20,buy,19.2-57.14,1,2.0
CRNC,4.97,20.91,30.57,237.26,2,0.47,6.15,2/20,hold,2.34-27.5,1,24.0
RKLB,5.02,29.85,54.44,35.79,5,0.03,0.43,5/20,buy,3.47-30.26,1,1.0
QUBT,5.13,17.34,31.06,207.19,4,0.02,0.25,4/20,buy,0.355-27.15,1,36.0
KULR,5.37,3.49,51.72,200.69,4,0.01,0.5,4/20,buy,0.1-5.49,1,36.0
SES,5.39,2.16,37.66,343.22,2,0.01,0.08,2/20,hold,0.2-2.5,1,14.000000000000002
TNXP,5.65,0.32,119.03,210.0,-1,9.66,1.32,-1/20,buy,0.12-12.48,1,97.0
LUNR,6.03,21.78,89.72,96.55,8,0.73,28.23,8/20,buy,2.17-22.1796,1,2.0
ECOR,6.1,17.74,92.25,69.28,9,0.07,0.17,9/20,buy,5.32-18.67,1,5.0
RR,6.1,4.22,258.43,336.13,10,0,0,10/20,,0.302-12.29,1,66.0
RGTI,6.62,19.42,318.65,296.3,9,-0.05,-0.81,9/20,buy,0.66-21.42,1,9.0
LAES,7.77,8.02,348.98,658.63,6,0,0,6/20,,0.29-11.0,1,27.0
