ALE,-3.3,65.04,0.46,0.71,-16,-1.33,-1.39,-16/62,hold,55.86-65.86,1.03,1.0
MVBF,-3.3,20.42,2.16,5.87,-15,-0.22,-0.66,-15/63,strongBuy,17.51-25.24,-5.48,19.0
SCSC,-3.29,47.61,2.26,1.08,-15,-0.07,-0.07,-15/63,hold,31.01-53.9,-3.21,12.0
PHD,-3.29,9.74,1.51,0.25,-16,0,0,-16/63,,9.12-10.05,0.45,3.0
ZKH,-3.27,3.64,15.75,0.53,-20,-0.38,-19.0,-20/63,buy,2.62-21.914,-3.85,83.0
ATS,-3.27,30.13,3.0,1.05,-17,-0.06,-0.27,-17/63,strongBuy,24.82-44.7,1.76,33.0
PBT,-3.25,11.59,13.0,1.06,-16,-0.16,-0.04,-16/62,,10.14-15.79,-13.46,27.0
UBS,-3.25,31.42,2.85,0.54,-15,0,0,-15/62,hold,26.005-33.34,-1.3,6.0
VIR,-3.24,7.5,4.09,1.88,-21,-0.61,-0.58,-21/63,strongBuy,6.56-13.09,10.13,43.0
MNST,-3.24,52.39,0.58,1.68,-14,-0.1,-0.22,-14/63,hold,43.32-61.23,-2.5,14.000000000000002
IPGP,-3.24,72.76,3.72,0.41,-16,-5.5,-29.68,-16/62,hold,61.86-104.19,-1.04,30.0
ANIP,-3.22,55.5,1.59,0.3,-15,-0.29,-378.09,-15/62,strongBuy,52.5-70.81,0.72,22.0
FVCB,-3.21,13.27,4.29,3.86,-17,-0.1,-0.53,-17/62,,9.78-14.68,0.11,10.0
LUCD,-3.19,0.82,3.53,0.99,-7,-0.2,-0.81,-7/62,buy,0.63-1.58,-21.95,48.0
CORZ,-3.16,15.38,0.97,14.23,-13,-0.28,-4.62,-13/63,buy,2.61-18.629,-12.22,17.0
PSMT,-3.12,92.35,2.08,0.25,-17,-0.12,-0.11,-17/63,buy,72.3-99.23,5.04,7.000000000000001
MIDD,-3.11,134.37,1.51,0.44,-14,-0.06,-0.02,-14/63,buy,118.41-161.01,-1.01,17.0
NXP,-3.11,14.93,0.2,0.4,-15,0,0,-15/63,hold,13.79-15.25,2.02,2.0
UTHR,-3.09,356.33,1.03,0.59,-13,-0.58,-0.09,-13/63,buy,208.62-417.82,-2.25,15.0
FNV,-3.08,122.41,6.3,1.04,-16,-0.08,-0.1,-16/63,buy,103.64-137.6,0.78,11.0
MNKD,-3.05,6.48,2.25,0.78,-12,-0.01,-2.67,-12/63,buy,3.17-7.63,-6.17,15.0
NLOP,-3.05,30.9,0.96,1.88,-14,0,0,-14/62,strongBuy,16.87-33.06,-0.71,7.000000000000001
MCK,-3.03,577.44,0.24,9.22,-13,-3.14,-0.51,-13/62,buy,464.42-637.51,-7.57,9.0
INTU,-3.02,630.23,2.33,2.76,-21,1.03,-0.94,-21/62,buy,557.29-714.78,-3.23,12.0
SPH,-3.02,17.94,1.6,0.19,-14,-0.69,-4.01,-14/62,sell,15.2-21.55,0.61,17.0
INCY,-2.98,69.63,3.01,3.76,-15,-6.1,-6.38,-15/62,hold,50.35-83.95,-2.04,17.0
RGA,-2.96,218.67,2.72,1.98,-13,-3.05,-0.64,-13/62,buy,163.81-233.81,-3.82,6.0
BV,-2.93,16.02,1.81,1.09,-14,-0.01,-0.01,-14/63,buy,7.75-18.89,1.75,15.0
ECBK,-2.93,14.9,1.0,1.93,-13,0,0,-13/63,,11.39-15.75,-0.67,5.0
ASA,-2.92,20.8,4.51,1.27,-16,0,0,-16/62,,13.18-22.78,3.99,9.0
RSVR,-2.92,8.49,3.31,5.88,-13,-0.23,-2.34,-13/62,buy,5.95-9.83,-4.71,14.000000000000002
LOAR,-2.91,76.3,3.37,2.92,-8,0,0,-8/63,buy,42.57-96.99,-15.41,21.0
ABG,-2.91,236.93,0.12,2.18,-11,-8.78,-1.18,-11/62,hold,195.09-277.13,-5.72,15.0
IDT,-2.91,47.76,0.3,12.36,-13,0,0,-13/63,,32.08-58.77,-3.43,19.0
WTM,-2.9,1934.01,3.49,4.4,-15,-9.04,-5.64,-15/63,,1477.0-2023.0,-0.57,4.0
SXI,-2.89,189.72,0.89,2.79,-12,-0.1,-0.06,-12/62,buy,140.04-212.66,-5.03,11.0
HQI,-2.88,13.83,6.03,4.44,-14,-0.15,-0.55,-14/62,strongBuy,11.39-15.75,-4.7,12.0
HRL,-2.88,31.36,1.97,0.36,-15,-0.03,-0.06,-15/62,hold,28.51-36.86,3.64,15.0
JBHT,-2.86,175.82,2.0,3.72,-12,-0.06,-0.04,-12/63,buy,153.12-219.51,-3.28,20.0
CARS,-2.86,17.13,1.6,4.89,-12,-0.11,-0.23,-12/63,buy,15.05-21.24,-6.89,19.0
ENGN,-2.85,7.98,3.91,12.08,-15,-0.05,-0.36,-15/62,buy,4.42-18.4,6.02,56.99999999999999
PLPC,-2.85,128.9,6.3,3.29,-14,-0.11,-0.03,-14/63,,109.01-145.28,-4.69,11.0
SCM,-2.84,13.85,3.26,1.31,-14,-0.02,-0.06,-14/63,hold,12.48-14.68,0.9,6.0
CABO,-2.82,373.32,0.72,7.14,-11,-8.0,-0.76,-11/62,hold,311.28-574.53,-8.05,35.0
LRFC,-2.8,24.77,0.3,1.64,-12,-0.06,-0.17,-12/63,buy,20.65-26.0,-1.34,5.0
TKC,-2.78,6.83,2.25,4.06,-14,0,0,-14/63,buy,4.76-8.47,0.73,19.0
APAM,-2.77,42.77,10.45,0.44,-12,-0.01,-0.0,-12/63,hold,37.89-49.54,-9.56,14.000000000000002
BXMX,-2.76,13.93,2.2,1.4,-13,0,0,-13/62,buy,12.45-14.3,0.5,3.0
ABM,-2.76,51.97,1.68,0.15,-9,-1.36,-1.87,-9/62,hold,39.64-59.78,-6.95,13.0
IRDM,-2.73,30.09,8.74,1.44,-18,-0.06,-0.28,-18/63,buy,24.14-39.57,7.67,24.0
HESM,-2.72,37.85,1.62,2.58,-15,-0.08,-0.1,-15/62,buy,30.72-39.11,4.7,3.0
CART,-2.72,44.93,0.29,6.15,-15,-0.43,-0.84,-15/63,hold,22.25-50.01,7.46,10.0
CWST,-2.71,105.2,3.32,4.04,-12,-0.48,-3.14,-12/62,buy,80.81-114.88,-3.66,8.0
NOK,-2.7,4.48,6.71,2.31,-16,-0.03,-0.74,-16/62,hold,3.29-4.95,5.13,9.0
VRT,-2.67,125.67,5.81,9.7,-12,-0.17,-0.85,-12/62,buy,46.62-145.67,-9.45,14.000000000000002
MSD,-2.66,7.68,3.77,0.38,-15,0,0,-15/63,,6.75-8.21,4.39,6.0
OBLG,-2.66,3.63,7.68,0.77,-19,0,0,-19/63,,2.81-14.8,11.29,75.0
EWTX,-2.66,27.72,3.43,0.93,-24,0.01,0.04,-24/63,buy,9.0-38.12,-15.26,27.0
PARA,-2.58,10.67,5.8,1.28,-14,-7.74,-96.07,-14/62,hold,9.54-15.7,0.84,32.0
BST,-2.57,37.33,4.89,2.25,-14,0,0,-14/62,,31.38-39.01,2.79,4.0
DIOD,-2.55,63.57,3.54,0.41,-17,-0.01,-0.04,-17/63,hold,52.71-86.74,12.55,27.0
GAB,-2.55,5.42,5.27,1.22,-13,0,0,-13/63,,4.97-5.85,0.09,7.000000000000001
NMR,-2.55,5.84,2.5,3.45,-12,0,0,-12/63,hold,4.65-6.62,-2.05,12.0
CECO,-2.54,31.61,2.03,8.18,-16,-0.02,-0.03,-16/63,strongBuy,18.5-35.16,5.19,10.0
BR,-2.53,229.23,2.9,3.26,-13,-0.34,-0.07,-13/62,hold,188.3-237.96,1.68,4.0
ITCI,-2.5,83.72,6.88,7.4,-14,-0.03,-0.14,-14/63,buy,62.78-93.45,-2.29,10.0
HSII,-2.47,44.51,1.35,9.66,-13,-0.45,-0.82,-13/62,strongBuy,26.52-49.02,-1.08,9.0
TYG,-2.46,43.08,2.54,3.13,-11,0,0,-11/63,buy,28.01-46.35,-1.79,7.000000000000001
ASG,-2.42,5.71,5.15,1.35,-12,0,0,-12/62,,4.97-6.08,0.53,6.0
BNS,-2.41,53.39,1.68,0.43,-8,-0.02,-0.01,-8/63,hold,43.68-57.07,-5.45,6.0
UMH,-2.4,19.0,1.59,1.26,-10,-0.01,-3.44,-10/62,buy,14.09-20.64,-0.79,8.0
AIV,-2.4,8.99,3.46,2.47,-13,0,0,-13/62,hold,7.06-9.49,2.78,5.0
NCZ,-2.4,3.15,4.53,1.76,-11,0,0,-11/63,,2.7-3.36,-1.62,6.0
GEN,-2.39,27.5,1.03,0.45,-7,0.0,0.0,-7/63,buy,19.08-31.72,-7.05,13.0
SURG,-2.38,1.8,16.26,5.04,-25,-1.06,-9.83,-25/63,buy,1.33-9.23,18.89,80.0
ZVRA,-2.36,8.59,3.5,5.9,-10,-0.47,-1.19,-10/62,strongBuy,4.2-9.76,-4.42,12.0
KNX,-2.35,54.52,1.18,3.78,-9,-0.5,-2.44,-9/62,hold,45.55-60.99,-2.73,11.0
EVF,-2.34,6.18,2.4,0.85,-10,0,0,-10/63,,5.97-6.84,-0.37,10.0
INFA,-2.34,26.5,4.47,2.76,-12,-0.01,-0.03,-12/63,buy,22.075-39.8,2.42,33.0
SR,-2.31,68.56,7.02,3.56,-13,-0.49,-0.04,-13/62,hold,56.36-73.64,0.25,7.000000000000001
NBXG,-2.31,13.08,5.76,1.29,-12,0,0,-12/63,,10.7-13.66,1.14,4.0
DTSS,-2.3,2.33,12.38,5.26,-12,0,0,-12/63,,1.42-20.29,-8.15,89.0
KLIC,-2.29,47.32,5.61,3.24,-13,-3.12,-18.67,-13/62,hold,38.2-56.71,1.31,17.0
UVV,-2.28,54.67,2.65,2.74,-11,0,0,-11/62,,45.19-62.36,-0.4,12.0
ZYXI,-2.27,8.09,0.04,2.57,-10,-0.03,-0.26,-10/63,strongBuy,7.15-13.77,2.84,41.0
VNT,-2.27,36.72,4.97,4.65,-11,-0.03,-0.04,-11/63,hold,31.22-45.62,-1.82,20.0
SYY,-2.23,75.43,1.0,0.51,-10,-0.03,-0.02,-10/63,hold,69.03-82.89,3.04,9.0
SNX,-2.23,117.93,5.39,0.77,-11,-0.04,-0.01,-11/63,buy,98.7-133.85,1.62,12.0
RHI,-2.23,69.95,2.76,2.86,-9,-0.03,-0.04,-9/63,hold,57.05-83.59,-3.8,16.0
BTSG,-2.21,17.64,3.63,9.91,-9,-0.08,-0.57,-9/63,buy,7.85-20.25,-6.52,13.0
DARE,-2.21,3.37,3.41,5.44,-11,-0.07,-0.13,-11/63,buy,2.67-7.56,5.64,55.00000000000001
SRV,-2.2,45.58,8.26,2.02,-13,0,0,-13/63,,33.46-47.34,2.64,4.0
EXTR,-2.18,16.68,0.15,6.38,-13,-0.17,-1.29,-13/63,buy,10.5-19.24,7.49,13.0
HI,-2.17,30.85,0.97,7.64,-9,-4.64,-9.21,-9/62,buy,25.11-50.58,-3.21,39.0
MLR,-2.15,66.87,4.89,4.31,-11,0,0,-11/62,buy,38.33-78.25,0.06,15.0
TRUP,-2.15,49.58,11.56,8.46,-11,-0.46,-0.68,-11/63,buy,19.69-57.9,-4.52,14.000000000000002
RSLS,-2.15,4.7,8.35,0.79,-27,3.8,0.41,-27/63,,4.09-29.0,-7.23,84.0
SOBO,-2.15,24.2,11.31,6.33,-10,0,0,-10/63,hold,21.12-27.3,-7.59,11.0
SAMG,-2.14,18.28,5.07,5.07,-12,-0.24,-0.7,-12/62,buy,13.93-19.2,1.81,5.0
NC,-2.14,30.44,5.09,5.81,-12,0,0,-12/63,,25.19-37.7,1.91,19.0
JSPR,-2.13,19.27,5.63,11.63,-9,-0.02,-0.02,-9/63,buy,6.612-31.01,-8.87,38.0
AMP,-2.13,535.84,5.27,5.22,-9,-0.09,-0.01,-9/63,hold,368.41-577.0,-4.77,7.000000000000001
AMLX,-2.12,4.15,25.35,19.42,-10,-2.72,-255.16,-10/62,hold,1.575-19.949,-26.02,79.0
CTLT,-2.11,63.48,0.72,2.85,-12,-1.27,-7.44,-12/51,hold,42.11-63.5,7.88,0.0
GLP,-2.11,47.25,1.92,1.14,-6,-0.8,-0.52,-6/63,buy,37.0-58.77,-7.01,20.0
GPN,-2.08,112.58,2.88,7.46,-10,-0.06,-0.01,-10/62,buy,91.6-141.78,-2.0,21.0
JQC,-2.07,5.75,5.2,1.22,-10,0,0,-10/63,,5.17-5.94,0.74,3.0
CEE,-2.05,11.39,0.11,6.88,-8,0,0,-8/63,,9.11-13.36,-2.15,15.0
BFIN,-2.03,12.29,4.34,2.79,-9,-0.12,-0.61,-9/62,buy,9.6-13.97,-1.71,12.0
ITGR,-2.03,133.89,0.22,2.28,-15,0.06,-0.02,-15/62,buy,94.56-142.76,0.39,6.0
SNPS,-2.01,493.71,0.25,0.6,-23,0.24,0.07,-23/63,buy,457.52-629.38,-9.69,22.0
WT,-2.0,10.15,11.64,2.39,-6,-0.24,-1.31,-6/62,buy,6.67-12.45,-15.57,18.0
MGA,-1.99,41.26,0.36,0.74,-5,-0.22,-0.15,-5/63,hold,38.01-59.37,-3.37,31.0
SKE,-1.99,9.35,3.34,6.09,-11,0,0,-11/63,,3.29-10.33,7.49,9.0
DRH,-1.98,8.94,3.24,0.89,-8,-0.13,-0.45,-8/62,hold,7.74-10.0,-0.34,11.0
CMCM,-1.98,4.53,3.18,2.64,-10,0,0,-10/63,,1.988-6.78,-3.43,33.0
AIRS,-1.98,5.85,24.08,13.34,-15,-0.08,-2.16,-15/63,hold,2.92-9.2,-8.55,36.0
BIGZ,-1.97,7.63,8.06,0.99,-10,0,0,-10/62,,6.66-8.25,-0.66,8.0
SYM,-1.94,25.64,9.49,12.88,-14,0.88,18.35,-14/62,buy,17.11-52.2,-41.61,51.0
EEFT,-1.92,102.01,1.5,2.35,-7,-0.12,-0.04,-7/63,buy,91.07-117.66,-1.39,13.0
AVK,-1.92,11.96,1.26,2.38,-8,0,0,-8/63,,11.03-12.97,1.35,8.0
CNM,-1.91,52.09,0.64,11.2,-15,-0.29,-0.44,-15/62,buy,37.22-62.15,14.09,16.0
PLRX,-1.91,13.53,14.35,12.13,-16,-0.1,-0.13,-16/62,buy,10.22-19.62,5.91,31.0
CWBC,-1.9,19.14,1.45,3.48,-4,-0.46,-1.38,-4/62,buy,15.5-24.47,-8.52,22.0
MORN,-1.9,334.73,4.24,2.7,-8,0,0,-8/63,strongBuy,269.51-365.0,-0.17,8.0
QXO,-1.9,15.95,16.82,8.77,-15,0,0,-15/62,strongBuy,10.61-290.0,-0.25,95.0
HRYU,-1.89,0.25,3.11,38.03,-18,0,0,-18/63,,0.172-1.09,8.57,77.0
BTI,-1.88,36.99,2.51,3.38,-9,0,0,-9/63,hold,28.25-39.54,1.78,6.0
BGX,-1.87,12.61,2.35,0.68,-7,0,0,-7/63,,11.54-13.24,-0.2,5.0
FFA,-1.86,20.51,2.15,2.11,-8,0,0,-8/63,,17.72-21.24,1.86,3.0
OWL,-1.85,24.03,9.14,8.12,-12,-0.37,-2.11,-12/62,buy,14.42-25.03,2.33,4.0
IZEA,-1.84,2.66,10.49,2.28,-8,-0.4,-3.66,-8/63,buy,1.83-3.6,-8.27,26.0
LTM,-1.78,26.69,6.96,1.56,-6,0,0,-6/62,strongBuy,21.83-29.13,-6.74,8.0
LYFT,-1.78,14.27,1.06,8.73,-20,0.04,1.37,-20/63,hold,8.925-20.82,-17.52,31.0
BNAI,-1.76,0.97,0.42,7.41,-14,0,0,-14/63,strongBuy,0.661-19.75,18.56,95.0
CRS,-1.76,180.13,3.4,6.9,-16,0.33,-0.01,-16/62,buy,58.87-198.24,-0.32,9.0
SFST,-1.74,38.13,7.56,7.07,-5,-0.2,-0.46,-5/62,,24.98-45.91,-12.88,17.0
DWTX,-1.73,2.61,24.1,7.77,-19,-0.94,-1.43,-19/62,strongBuy,1.62-23.5,6.9,89.0
GFL,-1.72,44.63,0.66,4.84,-6,-0.04,-0.12,-6/63,buy,30.565-48.87,-1.43,9.0
MGRM,-1.72,2.4,12.1,3.87,-18,-0.12,-1.11,-18/62,strongBuy,1.53-4.9,16.67,51.0
USFD,-1.72,67.98,1.48,5.71,-8,-0.15,-0.3,-8/62,buy,44.815-72.84,2.07,7.000000000000001
WINA,-1.72,388.68,2.77,2.97,-6,0,0,-6/63,strongBuy,330.25-431.67,-1.74,10.0
LIF,-1.72,42.54,7.64,4.4,-9,0,0,-9/63,buy,26.0-52.765,0.73,19.0
MFIN,-1.71,9.49,1.65,8.6,-7,-0.02,-0.06,-7/63,hold,6.48-10.5,-0.11,10.0
SBR,-1.7,65.81,3.55,3.39,-10,0,0,-10/63,,57.73-69.5,6.51,5.0
FBRT,-1.69,12.71,3.47,1.19,-7,-0.59,-1.46,-7/63,buy,11.99-14.115,1.92,10.0
GUTS,-1.65,2.2,23.64,4.19,-18,0,0,-18/63,buy,1.74-14.5,6.36,85.0
PNR,-1.64,101.06,0.83,2.78,-4,-0.03,-0.04,-4/62,buy,68.63-110.71,-3.08,9.0
VCV,-1.64,11.15,1.39,2.06,-9,0,0,-9/63,,9.49-11.47,8.72,3.0
ETY,-1.64,15.12,0.99,2.43,-6,0,0,-6/63,hold,11.86-15.35,1.78,1.0
HFWA,-1.63,24.18,1.92,7.99,-5,-0.07,-0.17,-5/63,hold,16.55-27.58,-5.42,12.0
AIOT,-1.62,6.65,12.0,16.97,-15,-1.03,-15.87,-15/62,buy,2.85-7.38,2.56,10.0
MO,-1.62,53.14,1.81,4.04,-5,0.0,-0.0,-5/63,hold,39.25-58.04,-3.33,8.0
SOR,-1.62,42.59,0.27,1.55,-6,0,0,-6/63,,39.36-47.91,2.44,11.0
NODK,-1.61,15.62,5.74,0.41,-6,0,0,-6/62,,12.71-17.24,-2.56,9.0
ACR,-1.6,16.85,1.76,4.07,-6,-0.1,-0.28,-6/63,strongBuy,9.42-17.77,0.65,5.0
CBRE,-1.6,131.5,1.82,5.35,-6,-0.26,-0.45,-6/62,buy,82.75-142.0,-0.21,7.000000000000001
ACV,-1.59,22.39,5.01,3.35,-8,0,0,-8/63,,19.57-24.5,2.5,9.0
PCYO,-1.55,12.57,4.06,8.8,-7,0,0,-7/63,,8.94-14.63,-4.22,14.000000000000002
L,-1.55,84.35,4.89,5.05,-7,0,0,-7/62,,70.23-87.45,-0.17,4.0
USLM,-1.55,122.97,1.46,14.93,-4,-0.11,-0.67,-4/63,,43.188-159.53,-13.74,23.0
FICO,-1.53,1966.26,1.33,1.88,-18,0.08,0.01,-18/63,hold,1105.65-2402.52,-17.46,18.0
AIMD,-1.53,0.53,6.59,6.63,-14,0,0,-14/62,,0.4-3.1,18.71,83.0
ASUR,-1.51,9.65,1.56,6.69,-8,-0.09,-0.54,-8/63,buy,6.89-10.52,7.05,8.0
HGBL,-1.51,1.84,8.47,6.25,-14,-0.05,-0.72,-14/63,buy,1.52-3.09,11.41,40.0
RNR,-1.51,252.83,0.24,0.26,-21,12.24,1.02,-21/62,hold,197.49-300.0,-4.54,16.0
RXRX,-1.5,7.8,4.89,17.43,-17,-0.03,-0.06,-17/63,hold,5.6-15.74,22.56,50.0
CSGS,-1.5,51.35,0.56,3.73,-23,0.11,0.12,-23/63,buy,39.56-57.16,-5.5,10.0
OMIC,-1.48,19.66,7.65,27.06,-31,1.52,0.19,-31/63,hold,5.34-23.41,-10.27,16.0
CPF,-1.48,27.64,2.12,0.24,-20,0.12,0.33,-20/62,strongBuy,18.0-33.25,-10.89,17.0
HLT,-1.48,246.52,7.61,3.08,-7,-0.59,-0.38,-7/62,hold,179.64-259.01,-1.47,5.0
FCT,-1.47,10.32,1.43,1.51,-5,0,0,-5/63,hold,9.74-10.93,1.95,6.0
IRT,-1.45,19.92,6.76,1.63,-4,0.0,-0.01,-4/63,buy,14.08-22.26,-6.31,11.0
CII,-1.45,20.3,4.48,2.24,-7,0,0,-7/62,,17.57-20.46,3.5,1.0
BN,-1.44,57.8,6.62,4.52,-8,0,0,-8/63,strongBuy,37.79-62.44,2.59,7.000000000000001
GCV,-1.43,3.82,7.95,2.8,-7,0,0,-7/63,,3.35-4.34,-1.59,12.0
VTLE,-1.42,32.76,5.94,4.05,-8,-0.33,-0.17,-8/63,hold,25.85-58.3,0.73,44.0
ESCA,-1.42,15.01,4.35,5.34,-7,0,0,-7/63,,12.34-20.23,2.86,26.0
CLMT,-1.4,23.58,6.97,8.62,-13,-0.26,-1.05,-13/63,strongBuy,9.97-25.29,11.75,7.000000000000001
CCU,-1.39,11.22,2.6,0.47,-5,-0.02,-0.42,-5/63,strongSell,10.0-13.74,2.5,18.0
BTCM,-1.39,2.83,10.71,18.45,-10,-0.77,0.0,-10/62,hold,1.79-5.54,-0.35,49.0
DGX,-1.38,151.92,0.69,0.62,-21,0.06,0.03,-21/63,hold,123.04-165.32,-6.19,8.0
AZPN,-1.35,250.94,2.05,2.46,-5,-0.38,-0.3,-5/63,hold,171.25-254.44,2.25,1.0
PECO,-1.34,37.49,6.12,1.86,-4,-0.19,-1.26,-4/62,hold,30.62-40.12,-3.81,7.000000000000001
SNDR,-1.34,29.89,6.49,5.46,-5,-0.02,-0.04,-5/63,hold,20.5-33.9,-3.94,12.0
KVHI,-1.33,5.65,2.56,8.31,-10,-0.02,-0.19,-10/63,strongBuy,4.17-6.0,8.32,6.0
PVBC,-1.33,11.12,2.73,4.29,-5,-0.28,-5.43,-5/63,hold,7.36-12.32,0.63,10.0
ORLY,-1.33,1204.22,2.45,2.24,-4,-0.58,-0.05,-4/63,buy,914.5-1283.96,1.27,6.0
DSGX,-1.32,113.9,3.1,5.71,-5,-0.04,-0.08,-5/63,buy,79.7-122.88,-0.2,7.000000000000001
PM,-1.31,122.02,1.75,1.76,-21,0.45,0.28,-21/62,buy,87.82-134.15,-6.86,9.0
MAR,-1.29,275.28,6.0,4.03,-5,-0.29,-0.14,-5/62,hold,204.55-295.45,-1.78,7.000000000000001
DIS,-1.29,111.16,2.73,9.39,-5,-0.92,-1.1,-5/62,buy,83.91-123.74,-2.79,10.0
USM,-1.28,62.66,8.97,6.94,-7,-3.99,-7.6,-7/62,hold,32.01-68.31,-0.97,8.0
KRRO,-1.28,42.84,15.05,27.78,-23,0.7,0.27,-23/62,strongBuy,30.005-98.0,-9.71,56.00000000000001
BEN,-1.28,20.41,7.22,2.48,-3,-0.96,-2.03,-3/62,hold,18.95-29.41,-6.03,31.0
AMBC,-1.27,12.33,6.14,5.68,-6,-0.65,-4.79,-6/63,strongBuy,10.12-18.45,-0.41,33.0
CTOS,-1.27,4.87,5.99,22.25,-10,-0.21,-11.83,-10/62,buy,3.03-7.0,-6.37,30.0
OGE,-1.26,41.59,2.73,1.85,-15,-0.04,0.03,-15/63,hold,32.06-44.41,-3.65,6.0
LQDA,-1.26,12.29,2.72,5.55,-12,-0.35,-1.17,-12/62,buy,8.26-16.99,17.66,28.000000000000004
BGH,-1.26,15.8,2.93,2.85,-5,0,0,-5/63,,13.56-16.34,3.12,3.0
