NTRA,2.0,161.49,2.04,11.65,-8,0.71,1.12,-8/64,buy,58.53-175.63,-0.38,8.0
SEI,2.1,28.53,22.98,40.07,5,-0.03,-0.19,5/64,buy,6.59-32.61,29.39,13.0
BBAR,2.15,20.42,26.06,34.43,16,-0.29,-0.64,16/64,buy,4.63-20.6204,15.57,1.0
SFM,2.19,130.98,3.6,8.59,2,0.3,0.38,2/64,hold,48.5-155.64,-9.51,16.0
TSSI,2.28,13.04,23.44,41.89,2,0,0,2/64,,0.24-13.3199,38.42,2.0
FNMAS,2.29,11.78,16.11,58.07,18,0,0,18/64,,3.02-12.09,9.59,3.0
ENVX,2.37,11.8,5.25,11.7,-16,0.12,0.55,-16/64,buy,5.7-18.68,24.32,37.0
AISP,2.44,5.55,15.0,57.67,-8,0,0,-8/64,strongBuy,1.34-14.319,50.95,61.0
RDW,2.82,16.75,27.31,47.57,12,-0.09,-1.87,12/64,buy,2.68-18.28,30.49,8.0
^IXIC,2.83,19327.86,4.94,3.76,7,1,1,7/64,,14477.57-20204.58,1.76,4.0
PPTA,2.87,11.23,16.95,13.59,-9,0.07,0.75,-9/64,strongBuy,2.69-13.18,12.06,15.0
EOSE,2.92,5.57,22.39,35.91,5,-0.73,-4.72,5/64,buy,0.61-5.7,58.49,2.0
FMCKJ,2.93,11.81,25.71,63.06,20,0,0,20/64,,2.66-11.94,11.94,1.0
QTWO,2.99,100.1,5.96,12.37,6,0.14,0.42,6/64,buy,39.66-112.82,0.49,11.0
AMZN,3.09,222.15,10.27,9.3,2,0.52,0.48,2/64,buy,144.05-233.0,7.9,5.0
AAPL,3.13,244.33,4.79,3.79,9,0.08,0.07,9/64,buy,164.08-260.1,6.57,6.0
CANG,3.18,5.15,32.14,60.4,8,-1.61,-2.37,8/64,,0.96-9.66,32.04,47.0
SPOT,3.18,454.88,18.23,9.95,4,0.11,0.19,4/64,buy,187.45-506.473,-1.97,10.0
CLBT,3.2,21.75,1.51,13.44,5,0.1,1.5,5/64,buy,7.91-22.91,13.75,5.0
RSI,3.34,14.03,23.26,15.26,-8,0.1,39.11,-8/64,buy,3.56-14.92,15.64,6.0
DAVE,3.41,84.29,2.06,44.3,-2,0.92,1.54,-2/64,buy,8.1-108.496,3.28,22.0
ELMD,3.48,29.87,14.41,15.62,5,0.19,4.76,5/64,buy,9.81-31.31,6.52,5.0
VRNA,3.53,48.6,12.1,26.45,15,-0.04,0.14,15/64,buy,11.39-48.83,21.62,0.0
ARQT,3.66,15.02,4.01,21.05,-4,0.2,0.43,-4/64,buy,3.11-15.79,32.82,5.0
TPB,3.67,60.44,12.39,17.37,13,0.23,0.3,13/64,buy,21.98-66.175,-0.85,9.0
RCAT,3.69,11.95,9.12,77.64,1,-0.06,-0.72,1/64,buy,0.563-14.91,60.32,20.0
PDEX,3.72,46.8,26.69,24.54,-3,0.57,1.9,-3/64,buy,16.18-54.84,3.4,15.0
SUPV,3.83,15.99,34.54,40.56,28,-0.04,-0.3,28/64,hold,3.329-16.27,30.21,2.0
SMTC,3.96,62.19,16.49,22.01,-1,0.05,0.28,-1/64,buy,18.16-70.27,24.04,11.0
UI,3.96,338.7,29.54,20.46,7,0.51,0.31,7/64,strongBuy,104.24-366.34,-1.56,8.0
DSP,3.98,18.73,15.2,27.84,10,0.02,0.19,10/64,strongBuy,6.5-21.74,2.72,14.000000000000002
VSTM,4.02,6.35,9.15,47.5,-5,0.39,0.35,-5/64,buy,2.1-14.22,37.64,55.00000000000001
APEI,4.14,20.98,7.33,20.46,17,0.05,0.38,17/64,hold,9.86-23.84,8.67,12.0
SMWB,4.21,13.88,13.92,23.88,9,0.06,2.7,9/64,buy,5.07-14.84,14.27,6.0
ICLK,4.49,9.95,36.76,60.45,5,0,0,5/64,,1.03-10.58,66.23,6.0
UAL,4.55,95.83,18.9,27.06,21,0.37,0.1,21/64,buy,37.02-105.09,1.64,9.0
CLS,4.57,93.0,22.75,31.31,13,0.19,0.23,13/64,buy,26.62-100.51,6.65,7.000000000000001
TARS,4.76,55.29,17.21,26.04,17,0.36,0.35,17/64,buy,18.99-57.14,15.19,3.0
PL,4.77,4.01,13.27,30.67,12,0.02,0.55,12/64,buy,1.67-4.99,20.8,20.0
BYRN,4.92,28.1,26.58,29.71,4,0.15,15.0,4/64,buy,5.36-31.32,24.06,10.0
PLTR,4.94,74.11,13.99,35.37,17,0.02,0.21,17/64,hold,15.664-84.797,15.02,13.0
HOOD,4.96,38.88,29.14,29.29,16,0.04,0.16,16/64,buy,10.38-43.83,9.36,11.0
IONQ,4.97,41.03,50.66,83.18,19,-0.2,-1.75,19/64,buy,6.22-48.56,32.03,16.0
RDDT,5.11,162.03,13.92,47.7,15,0.23,3.44,15/64,buy,37.35-182.2,15.35,11.0
APP,5.37,331.06,33.7,50.78,13,0.15,0.12,13/64,buy,37.4-417.635,2.98,21.0
SOFI,5.5,14.36,50.79,31.21,16,0.02,0.78,16/64,hold,6.01-17.19,-0.38,16.0
AENT,5.5,9.45,54.0,73.8,15,0,0,15/64,buy,0.94-10.89,58.22,13.0
YPF,5.57,44.24,24.21,35.16,20,2.85,3.18,20/64,hold,14.53-45.97,19.64,4.0
EAT,5.59,138.84,34.86,27.45,22,0.15,0.32,22/64,hold,37.25-138.84,12.04,0.0
CRDO,5.62,68.62,26.77,45.68,6,0.02,0.32,6/64,buy,16.82-78.97,35.97,13.0
EDN,5.88,45.51,31.75,35.91,19,3.06,369.95,19/64,strongBuy,13.78-51.69,19.21,12.0
LUNR,6.01,19.33,36.5,53.78,2,0.73,28.23,2/64,buy,2.089-21.005,35.04,8.0
RKLB,6.18,24.56,39.27,49.81,14,0.03,0.43,14/64,buy,3.47-28.8,16.53,15.0
ETON,6.36,14.68,42.75,46.11,16,0.03,3.0,16/64,strongBuy,3.03-14.68,28.47,-0.0
ECOR,6.76,17.08,41.28,46.9,12,0.07,0.17,12/64,buy,5.32-17.892,40.92,5.0
BBAI,7.35,4.49,40.27,68.13,9,0.07,1.02,9/64,buy,1.165-5.2,54.07,14.000000000000002
REAL,7.6,10.33,33.48,65.7,11,0.02,0.23,11/64,hold,1.52-11.375,58.18,9.0
KOD,7.79,9.3,35.84,65.9,25,0.05,0.06,25/64,hold,2.19-11.6,39.35,20.0
RGTI,10.75,17.1,67.52,182.42,21,-0.05,-0.81,21/64,buy,0.66-19.35,92.34,12.0
QUBT,14.96,17.48,90.13,220.36,16,0.02,0.25,16/64,buy,0.355-27.15,85.46,36.0
